MSSubClass,MSZoning,LotFrontage,LotArea,Neighborhood,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,YrSold,SalePrice,price_per_sqft,room_ratio,lot_to_sqft_ratio,avg_room_size,total_living_area
8,2,0.0,0.3648093070107345,4,6.0,5.0,0.5940797405512046,0.47264952837139784,7,10,0.0,3,2,2,2,706.0,88.0,-0.7936898487637463,0,882.0,914.0,1.0310594879395303,1.0,0.8061237684104074,1.0,0.33228487922696837,3,7.0,0.0,3,0,1998.0,2,2.0,546.0,0.0,36.0,2007.0,12.259613412458204,0.006826065374419935,1.5,0.005101506081813823,359.2,2590.0
4,2,9.486832980505138,0.856492229262414,11,6.0,6.0,-1.0963747827540509,-1.6392603850909235,7,10,0.0,3,1,3,4,777.0,467.0,0.7003597173001875,0,1244.0,0.0,-0.4303198652536973,0.0,-1.1907886371539629,1.0,0.33228487922696837,3,6.0,2.0,2,0,1957.0,3,1.0,336.0,0.0,40.0,2007.0,11.918390573078392,0.009580699817587131,3.0,0.00754956706465961,311.0,2488.0
4,0,7.874007874011811,-0.1489330516428411,20,7.0,5.0,0.8826939274569799,0.8332195135966722,7,10,0.0,2,2,2,5,0.0,1257.0,0.7435211492087012,0,1266.0,0.0,-0.37207648523512665,0.0,0.8061237684104074,0.0,0.33228487922696837,2,6.0,1.0,5,0,2005.0,3,2.0,453.0,38.0,144.0,2006.0,12.078239274020289,0.0095404733602056,1.5,0.007047913348755452,253.2,2523.0
10,2,9.219544457292887,0.5102371575948602,22,6.0,5.0,0.1817737592572398,0.00905954736747362,3,4,219.0,2,1,2,2,783.0,678.0,1.4208236191576844,0,1509.0,0.0,0.2712481213336312,1.0,0.8061237684104074,0.0,0.33228487922696837,2,5.0,1.0,1,0,1988.0,2,2.0,600.0,224.0,0.0,2008.0,12.072541252905651,0.008000358683171406,1.5,0.006116728296403156,301.8,2970.0
8,2,8.602325267042627,0.25521627617341824,7,8.0,5.0,0.8414633293275834,0.7817095157073473,7,10,0.0,2,2,0,5,0.0,707.0,-1.0825394315361068,0,707.0,707.0,0.019742616707985113,0.0,0.8061237684104074,1.0,0.33228487922696837,2,6.0,1.0,2,0,2004.0,0,2.0,403.0,100.0,35.0,2006.0,12.089538829274222,0.008549886017874273,1.5,0.006443552192675364,282.8,2121.0
8,2,7.54983443527075,0.22373907547133418,4,7.0,5.0,0.5940797405512046,0.5241595262607227,7,10,0.0,3,2,2,5,0.0,880.0,-0.5081603761381944,0,880.0,844.0,0.8404447896969355,0.0,0.8061237684104074,1.0,0.33228487922696837,2,8.0,0.0,3,0,1998.0,0,2.0,527.0,120.0,155.0,2008.0,12.144197241812087,0.0070441979360858975,1.5,0.005276391853568691,344.8,2604.0
4,2,0.0,0.9860775185451767,11,4.0,5.0,-0.4779158108131038,-0.8666104167510499,4,6,0.0,3,1,3,1,600.0,264.0,-0.5612821384871343,3,864.0,0.0,-1.4363418837562816,0.0,-1.1907886371539629,0.0,0.33228487922696837,3,5.0,0.0,3,3,1980.0,3,2.0,576.0,216.0,0.0,2008.0,11.619535200028487,0.013448536111144082,3.0,0.010939941420617542,216.0,1728.0
8,2,0.0,0.6721064448362053,14,8.0,5.0,0.6765409368099975,0.5756695241500477,7,10,72.0,2,2,2,5,0.0,969.0,-0.21267057307221643,0,997.0,1288.0,2.3256509801704874,0.0,0.8061237684104074,1.0,1.8820823237465014,2,8.0,1.0,5,2,2000.0,0,3.0,648.0,0.0,56.0,2007.0,12.421184025147118,0.00543596675061143,2.0,0.004072494771019916,380.8333333333333,3254.0
8,2,7.615773105863909,1.6183941469612764,7,7.0,5.0,0.9239245255863764,0.8847295114859971,7,10,0.0,2,2,2,2,554.0,100.0,-1.25850526931697,0,664.0,832.0,0.23683157859538487,1.0,0.8061237684104074,1.0,0.33228487922696837,2,7.0,1.0,2,0,2006.0,2,2.0,426.0,100.0,24.0,2006.0,12.09884928474215,0.008087466099426571,1.5,0.006515419540952424,299.2,2150.0
11,2,7.3484692283495345,-0.22338436242537113,10,5.0,7.0,-0.5603770070718967,-0.9696304125296997,7,10,0.0,3,1,2,0,619.0,149.0,-0.8800127125807735,0,768.0,0.0,-1.690494814746408,1.0,-1.1907886371539629,0.0,-1.2175125652925647,3,5.0,0.0,3,3,1987.0,3,2.0,624.0,104.0,0.0,2007.0,11.771436160121729,0.015327390833491834,2.0,0.01157282398307722,256.0,1536.0
4,3,7.0710678118654755,-0.6272969557018039,16,5.0,6.0,-1.0963747827540509,-1.6392603850909235,1,2,0.0,3,1,3,4,308.0,620.0,-0.34879508909137485,2,928.0,0.0,-1.2669065964295305,0.0,-1.1907886371539629,0.0,0.33228487922696837,3,5.0,0.0,3,0,1957.0,0,1.0,288.0,0.0,0.0,2008.0,11.630708500626612,0.012533091056709711,3.0,0.00937447709936443,232.0,1856.0
4,2,9.327379053088816,0.7003726761666234,15,8.0,5.0,0.9239245255863764,0.8847295114859971,7,10,250.0,2,2,0,5,0.0,1709.0,2.2442109355662523,0,1717.0,0.0,0.8219128051455721,0.0,0.8061237684104074,0.0,0.33228487922696837,2,7.0,1.0,2,0,2006.0,2,3.0,908.0,169.0,39.0,2009.0,12.450977688625896,0.007251588636357539,1.5,0.005427394273808668,343.4,3426.0
8,2,9.219544457292887,0.5977492929676896,15,7.0,5.0,0.8002327311981869,0.7817095157073473,7,10,292.0,2,2,2,2,866.0,132.0,-0.11638737881476292,0,1006.0,1040.0,1.6929160790596516,1.0,0.8061237684104074,1.0,0.33228487922696837,2,8.0,1.0,2,2,2003.0,2,3.0,871.0,320.0,62.0,2008.0,12.556729517143344,0.006137208952660481,1.5,0.004531263437826304,409.2,3044.0
0,2,0.0,-1.9775578957362838,0,7.0,5.0,0.8002327311981869,0.7817095157073473,7,10,18.0,2,2,2,5,0.0,1374.0,1.131974036385324,0,1557.0,0.0,0.3983245868286945,0.0,0.8061237684104074,0.0,-1.2175125652925647,2,7.0,1.0,5,0,2003.0,0,2.0,420.0,143.0,20.0,2006.0,12.363076394339839,0.007940318814604906,1.0,0.00518282293313177,389.25,2931.0
5,2,7.937253933193772,1.174809381053134,6,5.0,6.0,-1.797294950953791,-1.0211404104190247,9,12,0.0,3,1,3,1,290.0,706.0,-0.1230275991083804,0,996.0,0.0,-1.0868816036448576,1.0,-1.1907886371539629,0.0,0.33228487922696837,3,6.0,1.0,2,4,1978.5061638868744,1,0.0,0.0,144.0,0.0,2008.0,11.589886506106357,0.011636432235046543,3.0,0.009578461435219489,249.0,1992.0
8,2,0.0,1.0865392126090427,14,7.0,5.0,0.3466961517748257,0.5756695241500477,3,4,0.0,2,2,2,2,728.0,367.0,0.20566330542568503,0,1166.0,1129.0,2.3521252438152924,1.0,0.8061237684104074,1.0,1.8820823237465014,2,9.0,1.0,5,0,1992.0,2,2.0,590.0,0.0,40.0,2006.0,12.498742259492994,0.005446075058602612,2.0,0.004138985618066907,382.5,3390.0
4,2,8.366600265340756,0.5041335022935556,15,7.0,5.0,0.8414633293275834,0.7817095157073473,7,10,168.0,2,2,2,2,2.0,1515.0,1.606749787378974,0,1535.0,0.0,0.34008120681012377,0.0,0.8061237684104074,0.0,0.33228487922696837,2,7.0,0.0,3,0,2004.0,2,2.0,532.0,0.0,0.0,2010.0,12.273731294003989,0.007995916152445595,1.5,0.006011267630374982,307.0,3052.0
12,2,0.0,-0.28705882758438417,11,5.0,5.0,-0.1893016239073285,-0.5060404315257755,4,6,0.0,3,1,2,2,943.0,0.0,-0.29899343688924374,3,943.0,0.0,-1.2271952009623233,1.0,-1.1907886371539629,0.0,-1.2175125652925647,3,4.0,2.0,5,3,1979.0,3,2.0,600.0,42.0,0.0,2006.0,11.820116003810051,0.012534587490784784,2.0,0.009393665365180288,314.3333333333333,1886.0
4,2,7.745966692414834,-0.1974990360058335,11,6.0,6.0,-1.013913586495258,-1.5362403893122738,9,12,207.0,3,1,3,1,414.0,450.0,-0.5612821384871343,0,864.0,0.0,-1.4363418837562816,1.0,-1.1907886371539629,0.0,-1.2175125652925647,2,4.0,0.0,3,0,1959.0,3,1.0,288.0,168.0,0.0,2006.0,11.695247021764184,0.013536165534449286,2.0,0.010300930102962494,288.0,1728.0
8,2,9.1104335791443,1.0562892347722481,22,7.0,5.0,1.0476163199745658,1.039259505153972,7,10,0.0,3,2,0,5,0.0,846.0,-0.6210441211296917,2,846.0,846.0,0.75572714603356,0.0,0.8061237684104074,1.0,0.33228487922696837,2,6.0,0.0,3,0,2009.0,2,2.0,650.0,208.0,114.0,2009.0,12.321630986164447,0.00728228781688206,1.5,0.005605709937440981,338.4,2538.0
10,2,8.717797887081348,0.46069921057235075,7,7.0,5.0,0.6765409368099975,0.5756695241500477,7,10,0.0,3,2,2,5,0.0,384.0,-2.1549350089553303,0,774.0,656.0,0.06210143853967287,0.0,0.8061237684104074,1.0,0.33228487922696837,3,8.0,1.0,5,2,2000.0,2,2.0,400.0,100.0,0.0,2007.0,12.043553716032399,0.008422065535686992,1.5,0.006438485954522697,286.0,1814.0
1,0,5.830951894845301,-1.7199985724900615,20,7.0,5.0,0.9651551237157728,0.9362395093753221,7,10,0.0,2,2,2,5,0.0,689.0,-1.142301414178664,0,703.0,689.0,-0.03850076331058556,0.0,0.8061237684104074,0.0,-1.2175125652925647,2,5.0,0.0,3,3,2007.0,3,2.0,540.0,0.0,102.0,2008.0,11.891361900690473,0.008542645043599478,1.0,0.005883476737592118,348.0,2081.0
7,3,9.0,0.8852678240422213,16,5.0,5.0,-1.2200665771422403,-1.7937903787588982,4,6,335.0,3,0,3,5,0.0,1050.0,0.05625834881929165,0,1050.0,745.0,1.0284120615750498,0.0,0.8061237684104074,0.0,1.8820823237465014,3,7.0,0.0,3,0,1954.0,3,1.0,352.0,0.0,0.0,2008.0,11.786762130599957,0.006566441298384377,2.0,0.005239601364216542,299.1666666666667,2845.0
12,2,9.0,0.8300425089844875,6,6.0,5.0,0.26423495551603277,0.06056954525679853,3,4,104.0,3,1,2,2,816.0,0.0,-0.7206474255339539,3,816.0,0.0,-1.563418349251345,1.0,-1.1907886371539629,0.0,0.33228487922696837,3,5.0,0.0,3,4,1978.5061638868744,1,0.0,0.0,0.0,32.0,2007.0,11.682668239557323,0.014316995391614367,3.0,0.011494268828836956,204.0,1632.0
11,2,8.602325267042627,0.17907600952275096,18,5.0,6.0,-0.06560982951913906,-0.3515104378578008,3,4,0.0,3,1,3,0,672.0,168.0,-0.6409647820105441,3,860.0,0.0,-1.4469315892142036,1.0,-1.1907886371539629,0.0,-1.2175125652925647,3,4.0,0.0,3,3,1996.0,3,2.0,528.0,0.0,0.0,2009.0,11.827736204810263,0.013753181633500306,2.0,0.010553099382150676,286.6666666666667,1700.0
8,2,8.0,0.07350076777616324,4,7.0,5.0,0.8414633293275834,0.7817095157073473,7,10,0.0,2,2,2,2,490.0,280.0,-0.8733724922871561,0,770.0,812.0,0.46451024594070656,0.0,0.8061237684104074,1.0,0.33228487922696837,2,6.0,0.0,3,0,2004.0,2,2.0,520.0,0.0,45.0,2008.0,12.132964173709535,0.007669383169222209,1.5,0.005705700084586127,316.4,2352.0
0,3,0.0,-1.2752063777026952,4,6.0,5.0,0.8002327311981869,0.7301995178180224,7,10,170.0,2,2,2,2,685.0,163.0,-0.6144039008360742,0,848.0,0.0,-1.4787007055879693,1.0,-1.1907886371539629,0.0,-2.7673100098120975,2,4.0,0.0,3,0,2003.0,0,2.0,420.0,140.0,0.0,2009.0,11.84939770159144,0.013973346346216322,1.0,0.00990245624380151,424.0,1696.0
4,2,9.38083151964686,-0.013259984499936033,4,5.0,6.0,-0.3542240164249144,-0.7120804230830752,3,4,0.0,3,1,2,5,0.0,924.0,-0.3620755296786098,3,924.0,0.0,-1.2774963018874526,0.0,-1.1907886371539629,0.0,0.33228487922696837,3,5.0,0.0,3,3,1981.0,3,1.0,280.0,0.0,0.0,2008.0,11.608235644774552,0.01256302558958285,3.0,0.009725049825498181,231.0,1848.0
9,3,7.745966692414834,-1.7223791941930593,16,6.0,7.0,-3.0342128948356852,0.21509953892477326,7,10,0.0,3,1,3,5,0.0,684.0,-1.158901964912708,0,684.0,684.0,-0.1020389960581172,0.0,-1.1907886371539629,0.0,0.33228487922696837,3,7.0,0.0,3,3,1930.0,3,1.0,216.0,0.0,158.0,2006.0,11.648365035864053,0.008514886722122845,3.0,0.005985883862897808,342.0,2052.0
8,2,8.602325267042627,0.6578323261076578,15,8.0,5.0,0.8826939274569799,0.8332195135966722,7,10,280.0,2,2,2,2,546.0,512.0,0.08281922999376158,0,1058.0,846.0,1.3169815353034227,1.0,0.8061237684104074,1.0,0.33228487922696837,0,8.0,1.0,2,2,2003.0,0,2.0,736.0,179.0,60.0,2006.0,12.524526376648708,0.0065780075507608764,1.5,0.004883924406287156,380.8,2962.0
8,2,8.94427190999916,0.4765566871280084,19,8.0,5.0,0.3466961517748257,0.16358954103544834,3,4,0.0,2,2,2,2,789.0,119.0,-0.4151972920275497,0,927.0,988.0,1.346103225312708,1.0,0.8061237684104074,1.0,0.33228487922696837,2,8.0,1.0,5,0,1992.0,0,2.0,506.0,120.0,150.0,2006.0,12.301382825334498,0.006423698603307832,1.5,0.0048117138328352144,383.0,2823.0
4,2,9.38083151964686,0.9974938642962252,4,7.0,5.0,0.7590021330687905,0.6786895199286975,7,10,99.0,2,2,2,2,922.0,572.0,1.5303872540023729,0,1494.0,0.0,0.2315367258664239,1.0,0.8061237684104074,0.0,0.33228487922696837,2,6.0,1.0,5,0,2002.0,2,2.0,530.0,192.0,36.0,2008.0,12.30591798049989,0.008236892891900863,1.5,0.006330277642199585,298.8,2988.0
4,2,9.055385138137417,0.9399662802682074,4,5.0,5.0,0.5116185442924116,0.369629532592748,7,10,0.0,3,2,2,2,732.0,308.0,0.02305724735120423,2,1040.0,0.0,-0.9703948436077162,1.0,-1.1907886371539629,0.0,0.33228487922696837,2,6.0,0.0,3,3,2000.0,3,2.0,576.0,168.0,0.0,2009.0,11.931635799828413,0.011472726730604243,3.0,0.00906788439241397,260.0,2080.0
8,2,0.0,0.681828682013364,4,9.0,5.0,0.6765409368099975,0.5756695241500477,7,10,204.0,2,2,0,2,904.0,536.0,1.3511013060747008,0,1476.0,677.0,1.9761907000590635,1.0,0.8061237684104074,1.0,0.33228487922696837,0,8.0,2.0,0,0,2000.0,0,3.0,736.0,253.0,142.0,2009.0,12.65395846952229,0.0058773611098570785,1.5,0.004324285047350627,430.6,3593.0
8,2,0.0,0.837993709486621,4,8.0,5.0,0.7177715349393939,0.6271795220393726,7,10,108.0,2,2,2,2,990.0,309.0,0.8829657753746684,0,1299.0,573.0,1.2322638916400472,1.0,0.8061237684104074,1.0,0.33228487922696837,0,7.0,1.0,5,2,2001.0,2,2.0,531.0,160.0,122.0,2009.0,12.474189562487116,0.0066635628004738864,1.5,0.005012303621684986,374.4,3171.0
4,2,8.366600265340756,0.09452563060940673,10,5.0,5.0,0.9651551237157728,0.9362395093753221,7,10,0.0,3,2,2,0,206.0,914.0,0.28866605909590354,0,1120.0,0.0,-0.7586007344492774,0.0,-1.1907886371539629,0.0,0.33228487922696837,3,6.0,0.0,3,4,1978.5061638868744,1,0.0,0.0,0.0,30.0,2007.0,11.898187865760873,0.010623382023000779,3.0,0.008068058081901185,280.0,2240.0
11,2,8.94427190999916,0.19374254077724642,11,6.0,7.0,-0.8489911939776721,-1.3302003977549741,4,6,156.0,3,2,3,2,763.0,173.0,-0.3222342079169049,0,1054.0,0.0,-0.9333308745049894,1.0,-1.1907886371539629,0.0,0.33228487922696837,2,6.0,0.0,3,0,1963.0,2,2.0,480.0,120.0,0.0,2010.0,11.831379196088763,0.011225217453594652,3.0,0.008617179317330454,263.5,1990.0
8,2,0.0,-0.04815365770205625,7,6.0,5.0,0.7590021330687905,0.7301995178180224,7,10,0.0,2,2,2,2,457.0,326.0,-0.8302110603786423,0,807.0,702.0,0.2712481213336312,1.0,0.8061237684104074,1.0,0.33228487922696837,2,7.0,1.0,2,0,2002.0,0,2.0,393.0,100.0,75.0,2006.0,12.118333731222167,0.008030704924600509,1.5,0.00594411471424371,301.8,2292.0
6,2,7.681145747868608,-0.22842116159061307,11,6.0,6.0,-1.2200665771422403,-1.7937903787588982,4,6,0.0,3,1,3,5,0.0,832.0,-0.667525663185014,2,832.0,0.0,-1.5210595274196572,0.0,-1.1907886371539629,0.0,-1.2175125652925647,2,4.0,0.0,3,3,1962.0,3,2.0,528.0,0.0,0.0,2008.0,11.566466231898259,0.013902002682570023,2.0,0.010679782802022815,277.3333333333333,1664.0
8,2,9.219544457292887,0.9017893836057173,22,8.0,5.0,0.8002327311981869,0.7301995178180224,7,10,226.0,2,2,2,2,871.0,611.0,1.490545932240668,0,1482.0,780.0,2.2647601737874363,1.0,0.8061237684104074,1.0,1.8820823237465014,2,10.0,2.0,2,0,2003.0,0,3.0,749.0,168.0,0.0,2008.0,12.628067055589549,0.005582699847740738,2.0,0.004161269363424095,377.0,3744.0
4,2,8.426149773176359,-0.27732555491283184,18,5.0,6.0,-0.2717628201661214,-0.6090604273044253,5,7,153.0,3,1,3,1,560.0,420.0,-0.17614936145732027,3,980.0,0.0,-1.1292404254765454,0.0,-1.1907886371539629,0.0,0.33228487922696837,3,6.0,0.0,3,3,1986.0,3,2.0,484.0,192.0,0.0,2009.0,11.813030057420567,0.012054112303490374,3.0,0.00904363953294265,245.0,1960.0
0,2,5.830951894845301,-1.201563415328688,15,8.0,5.0,0.9239245255863764,0.8847295114859971,7,10,108.0,2,2,2,2,24.0,1530.0,1.7295938628108976,0,1554.0,0.0,0.390382307735253,0.0,0.8061237684104074,0.0,-1.2175125652925647,2,6.0,1.0,2,0,2006.0,2,2.0,627.0,156.0,73.0,2007.0,12.25247901834433,0.007884478132782709,1.0,0.005425762743278373,388.5,3108.0
4,2,9.219544457292887,0.8406976193972118,13,7.0,5.0,-0.2717628201661214,-0.6090604273044253,5,7,209.0,3,1,3,0,822.0,564.0,1.1718153581470288,3,1411.0,0.0,0.011800337614543657,0.0,0.8061237684104074,0.0,0.33228487922696837,3,6.0,1.0,5,0,1977.0,0,2.0,544.0,192.0,0.0,2009.0,11.320553572322773,0.008023071277337188,1.5,0.0066508105450741465,282.2,2797.0
0,2,7.280109889280518,-1.5061812725533827,0,8.0,5.0,0.9239245255863764,0.8847295114859971,7,10,0.0,2,2,2,2,1154.0,366.0,1.6167101178194003,0,1567.0,0.0,0.4247988504734993,1.0,0.8061237684104074,0.0,-2.7673100098120975,0,7.0,1.0,2,0,2006.0,0,3.0,648.0,312.0,0.0,2006.0,12.485827127509431,0.007967981574670983,0.5,0.005290069868936912,522.3333333333334,3087.0
8,0,8.06225774829855,0.02265847277565882,20,7.0,6.0,0.9651551237157728,0.9362395093753221,2,3,0.0,2,2,2,5,0.0,813.0,-0.7306077559743801,0,822.0,843.0,0.6842466341925868,0.0,0.8061237684104074,1.0,0.33228487922696837,2,7.0,0.0,3,0,2007.0,2,2.0,562.0,0.0,0.0,2008.0,12.235388699864227,0.007348581801720257,1.5,0.005407027631950714,333.0,2478.0
9,2,7.745966692414834,0.26183425160028034,6,4.0,5.0,-1.797294950953791,-1.999830370316198,4,6,0.0,3,1,3,5,0.0,755.0,-0.9231741444892871,3,755.0,755.0,0.27389554769811164,1.0,-1.1907886371539629,0.0,1.8820823237465014,3,7.0,1.0,2,3,1940.0,3,1.0,296.0,120.0,0.0,2009.0,11.589886506106357,0.007675421527222752,4.0,0.006035940333261886,302.0,2265.0
8,2,8.366600265340756,0.18152741015951052,4,7.0,5.0,0.5116185442924116,0.369629532592748,7,10,0.0,2,2,2,5,0.0,880.0,-0.5081603761381944,0,909.0,807.0,0.8192653787810915,0.0,0.8061237684104074,1.0,-1.2175125652925647,2,7.0,1.0,5,0,1996.0,2,2.0,512.0,0.0,120.0,2009.0,12.160028707028767,0.007086263815284829,1.0,0.005289515722232903,429.0,2596.0
1,3,4.58257569495584,-3.3562166436270573,1,6.0,5.0,-0.5191464089425003,-0.9181204146403747,3,5,381.0,3,1,3,5,0.0,525.0,-1.6867994782552977,3,525.0,567.0,-0.832728672654731,0.0,-1.1907886371539629,1.0,0.33228487922696837,3,6.0,0.0,3,3,1971.0,3,1.0,264.0,0.0,0.0,2010.0,11.385092093460344,0.01042590851049482,3.0,0.0068008691139169455,273.0,1617.0
4,2,8.48528137423857,0.46928538255203944,11,5.0,7.0,-1.013913586495258,0.8847295114859971,3,4,54.0,2,1,3,0,806.0,247.0,0.06621867925971787,0,1053.0,0.0,-0.93597830086947,1.0,-1.1907886371539629,1.0,0.33228487922696837,2,5.0,0.0,3,0,1959.0,2,1.0,312.0,0.0,0.0,2008.0,11.887931365593685,0.011289583443108913,3.0,0.008747426521453425,263.25,2106.0
4,2,8.660254037844387,0.45423693792382225,6,5.0,7.0,-0.8077605958482756,0.5241595262607227,4,6,0.0,3,2,3,1,637.0,849.0,1.503826372827903,0,1486.0,0.0,0.21035731495058002,1.0,-1.1907886371539629,0.0,0.33228487922696837,3,7.0,0.0,3,3,1968.0,0,2.0,480.0,0.0,0.0,2009.0,12.025749091398891,0.008092697908074624,3.0,0.006193822640128777,371.5,2972.0
8,2,10.295630140987,0.7095848641937703,7,8.0,5.0,0.6765409368099975,0.5756695241500477,7,10,40.0,2,2,2,5,0.0,1406.0,1.2382175610832036,0,1454.0,482.0,1.4016991789667983,0.0,0.8061237684104074,1.0,0.33228487922696837,2,7.0,1.0,5,0,2000.0,2,2.0,504.0,188.0,124.0,2006.0,12.348006141418841,0.006378102345774195,1.5,0.004815667974923195,387.2,3342.0
4,2,8.06225774829855,0.02265847277565882,19,6.0,5.0,0.42915734803361866,0.47264952837139784,3,4,258.0,3,2,2,2,1138.0,270.0,1.2448577813768211,0,1679.0,0.0,0.7213106032953136,1.0,0.8061237684104074,0.0,0.33228487922696837,2,7.0,1.0,1,0,1994.0,2,2.0,575.0,224.0,42.0,2008.0,12.173032791451973,0.007250168428500282,1.5,0.005361942231803417,335.8,3087.0
4,2,0.0,1.2157282858445728,18,5.0,6.0,-1.1376053808834474,-0.0939604484111762,2,11,0.0,3,1,3,4,988.0,200.0,0.514433549078898,2,1437.0,0.0,0.08063342309103627,1.0,-1.1907886371539629,1.0,0.33228487922696837,3,6.0,1.0,5,3,1999.0,3,2.0,576.0,304.0,0.0,2006.0,12.031719258385396,0.008372803937637714,3.0,0.006652216512592869,359.25,2625.0
8,2,8.0,0.15266904352605143,4,6.0,5.0,0.8826939274569799,0.8332195135966722,7,10,0.0,2,2,2,2,193.0,545.0,-0.9796160169850358,0,738.0,738.0,0.18388305130577517,1.0,0.8061237684104074,1.0,0.33228487922696837,2,7.0,0.0,3,0,2005.0,0,2.0,540.0,100.0,35.0,2009.0,12.063932878369052,0.008173396259057624,1.5,0.006140479233221898,295.2,2214.0
9,1,7.3484692283495345,-0.41357692168301013,6,6.0,6.0,-2.415753922894738,-1.999830370316198,8,11,0.0,3,0,3,1,551.0,121.0,-1.1987432866744128,3,697.0,672.0,-0.09939156969363672,1.0,0.8061237684104074,0.0,0.33228487922696837,3,6.0,0.0,3,3,1930.0,3,1.0,300.0,147.0,0.0,2009.0,11.54829260880752,0.008435568012277224,1.5,0.006427472054230381,273.8,2041.0
4,2,0.0,0.7202826211022512,23,6.0,6.0,-0.2717628201661214,-0.6090604273044253,5,7,0.0,2,1,2,0,767.0,441.0,0.5808357520150729,3,1208.0,0.0,-0.5256272143749948,1.0,-1.1907886371539629,1.0,0.33228487922696837,3,6.0,1.0,5,0,1977.0,2,2.0,546.0,198.0,42.0,2006.0,12.013700752882718,0.009945116517287017,3.0,0.007721956463271991,302.0,2416.0
1,2,4.898979485566356,-2.693109335719383,12,6.0,6.0,-0.23053222203672497,-0.5575504294151004,5,1,0.0,3,1,3,0,311.0,544.0,-0.591163129808413,3,855.0,586.0,0.0912231285489582,0.0,0.8061237684104074,1.0,0.33228487922696837,3,7.0,1.0,5,0,1978.0,3,2.0,440.0,28.0,0.0,2009.0,11.908340237224891,0.008263941871773,1.5,0.005368404108225237,288.2,2296.0
4,2,0.0,0.45596211626720073,18,5.0,5.0,-0.9314523902364651,-1.4332203935336238,8,11,57.0,3,1,3,4,827.0,161.0,-0.14958848028285035,3,988.0,0.0,-1.1080610145607015,1.0,-1.1907886371539629,0.0,0.33228487922696837,3,5.0,0.0,3,3,1963.0,3,2.0,572.0,0.0,0.0,2007.0,11.763684183317412,0.011906562938580377,3.0,0.009316624687538536,247.0,1976.0
0,2,0.0,-2.1955389176616396,3,6.0,5.0,0.5116185442924116,0.4211395304820729,8,11,0.0,3,2,2,2,1003.0,288.0,0.8564048942001984,0,1291.0,0.0,-0.3058908261231145,1.0,-1.1907886371539629,0.0,-1.2175125652925647,2,6.0,1.0,2,0,1996.0,3,2.0,431.0,307.0,0.0,2008.0,12.061046873479915,0.009342406563501096,2.0,0.006171938946291971,430.3333333333333,2582.0
4,2,9.486832980505138,0.7199014761775666,4,9.0,5.0,0.7590021330687905,0.6786895199286975,7,10,215.0,2,2,2,2,1059.0,567.0,1.9686417933811269,0,1668.0,0.0,0.6921889132860283,1.0,0.8061237684104074,0.0,0.33228487922696837,2,7.0,1.0,5,0,2002.0,0,3.0,702.0,257.0,45.0,2007.0,12.560244459250788,0.007530122577488482,1.5,0.0055922935336033845,333.6,3294.0
8,2,7.615773105863909,1.5761177355942324,14,7.0,5.0,0.5940797405512046,0.47264952837139784,7,10,30.0,2,2,2,5,0.0,1195.0,0.5376743201065591,2,1195.0,644.0,1.1448988216121911,0.0,0.8061237684104074,1.0,1.8820823237465014,3,7.0,0.0,3,0,1998.0,0,2.0,486.0,0.0,81.0,2010.0,12.30591798049989,0.006691635660956982,2.0,0.005289476266893559,306.5,3034.0
8,0,9.16515138991168,0.511707853723766,20,7.0,6.0,0.9651551237157728,0.9362395093753221,7,10,0.0,2,2,2,5,0.0,874.0,-0.5280810370190469,0,874.0,887.0,0.9383995651827134,0.0,2.803036173974778,0.0,0.33228487922696837,2,7.0,0.0,3,0,2007.0,0,2.0,578.0,144.0,105.0,2007.0,12.336552511980964,0.0070054244815337665,1.0,0.005241810924703861,293.5,2635.0
1,0,0.0,-0.9735961638453533,20,7.0,5.0,0.8414633293275834,0.7817095157073473,4,6,0.0,2,2,2,2,239.0,312.0,-1.6004766144382705,0,551.0,551.0,-0.8062544090099262,0.0,0.8061237684104074,1.0,-1.2175125652925647,2,4.0,0.0,3,3,2004.0,3,2.0,480.0,0.0,60.0,2007.0,11.910358401381128,0.010807947732650751,1.0,0.007747709374409044,275.5,1653.0
0,2,7.810249675906654,-0.12703610183121206,15,6.0,5.0,0.8826939274569799,0.8847295114859971,7,10,256.0,2,2,2,0,20.0,1342.0,1.092132714623619,0,1362.0,0.0,-0.1179235542450001,0.0,0.8061237684104074,0.0,-1.2175125652925647,2,6.0,1.0,2,0,2005.0,2,2.0,460.0,192.0,28.0,2007.0,12.17921519136029,0.008942155059735895,1.0,0.006558643628437132,340.5,2724.0
